entity_id,state,last_changed
sensor.balkonkraftwerk_power,28.0,2024-11-28T07:58:38.496Z
sensor.balkonkraftwerk_power,28.1,2024-11-28T07:58:43.498Z
sensor.balkonkraftwerk_power,28.2,2024-11-28T07:58:48.497Z
sensor.balkonkraftwerk_power,28.4,2024-11-28T07:58:53.495Z
sensor.balkonkraftwerk_power,28.5,2024-11-28T07:58:58.498Z
sensor.balkonkraftwerk_power,28.8,2024-11-28T07:59:03.497Z
sensor.balkonkraftwerk_power,29.1,2024-11-28T07:59:08.495Z
sensor.balkonkraftwerk_power,29.4,2024-11-28T07:59:13.495Z
sensor.balkonkraftwerk_power,29.6,2024-11-28T07:59:18.497Z
sensor.balkonkraftwerk_power,29.8,2024-11-28T07:59:23.496Z
sensor.balkonkraftwerk_power,29.9,2024-11-28T07:59:28.497Z
sensor.balkonkraftwerk_power,29.7,2024-11-28T07:59:38.496Z
sensor.balkonkraftwerk_power,29.4,2024-11-28T07:59:43.498Z
sensor.balkonkraftwerk_power,28.9,2024-11-28T07:59:48.498Z
